Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","258","Anguilla","6155","Croissance annuelle en devise locale","22011","Revenu national brut","2020","2020","%","-31.398881","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-31.398881","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2020","2020","%","-32.301238","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2020","2020","million LCU","3699.95","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","1370.351852","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","US$","14788.395191","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6183","Valeur en devise locale, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","million LCU","3512.978771","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6185","Valeur US $ par habitant, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","US$","14041.086592","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6184","Valeur US $, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","1301.103248","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6155","Croissance annuelle en devise locale","22008","Produit Intérieur Brut","2020","2020","%","-18.795568","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6181","Croissance annuelle aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-20.188283","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-18.795568","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-19.274922","X","Ciffre de sources internationales",""
